"vehicleType",batteryVoltage,engineCoolantTemperature,engineSpeed,lateralGForce,longitudeGForce,speed,verticalGForce
"2013 Audi RS5","13.811",,4500,"0.74","-1.04",36,"0.65"
"2011 Ferrari 458","14.02",84,3063,"1.02","-0.01",70,"-0.08"
"2013 Audi RS5","14.035","-9",1809,"0.73","0.02",8,"0.74"
"2014 Chevrolet Corvette","14.574",106,4773,"0.62","-0.27",78,"-0.17"
"2013 Audi RS5","13.811",,5914,"0.97","-0.56",47,"0.48"
"2013 Audi RS5","13.851",,4690,"0.49","0.55",54,"0.77"
"2013 Audi RS5","13.811",,7062,"0.96","-0.34",56,"0.52"
"2011 Ferrari 458","14.012",84,2902,"0.98","-0.01",66,"-0.05"
"2014 Chevrolet Corvette","14.574",106,4857,"-0.05","0.46",78,"-0.17"
"2013 Audi RS5","14.014","-7",1630,"0.7","-0.11",7,"0.79"
"2014 Chevrolet Corvette","14.574",106,4077,"0.54","1.01",65,"-0.17"
"2015 Porsche GT3","14.024",90,6724,"-0.23","-0.57",77,"-2.0"
"2008 BMW M3","13.847",88,4495,"0.27","-0.77",55,"-0.11"
"2014 Chevrolet Corvette","14.559",106,4024,"0.55","-0.94",65,"-0.17"
"2013 Audi RS5","13.809",97,7327,"1.07","0.22",77,"0.73"
"2013 Audi RS5","13.926",94,4812,"0.63","0.97",92,"0.89"
"2011 Ford Mustang GT500","13.875",94,1980,"0.93","-0.2",23,"-2.0"
"2014 Chevrolet Corvette","14.559",106,4042,"0.61","-0.3",66,"-0.17"
"2011 Ford Mustang GT500","13.741",94,1604,"0.94","0.03",11,"-2.0"
"2014 Chevrolet Corvette","14.559",106,4564,"0.63","0.0",74,"-0.17"
"2011 Ferrari 458","13.703",93,1414,"0.98","-0.2",6,"-0.13"
"2014 Chevrolet Corvette","14.559",106,4496,"0.24","0.01",74,"-0.17"
"2013 Audi RS5","13.809",97,6437,"0.84","0.19",96,"0.61"
"2014 Chevrolet Corvette","14.559",106,4496,"-0.36","-0.16",69,"-0.17"
"2013 Audi RS5","14.321","-11",1293,"0.59","0.01",5,"0.82"
"2013 Audi RS5","13.809",97,6426,"0.58","0.07",95,"0.88"
"2011 Ford Mustang GT500","13.878",108,4295,"1.19","1.23",71,"-2.0"
"2013 Audi RS5","13.809",97,6231,"0.54","0.77",92,"0.86"
"2015 Porsche GT3","14.009",92,6330,"0.15","-0.14",113,"-2.0"
"2013 Audi RS5","13.868",19,5992,"0.51","1.06",88,"0.8"
"2014 Chevrolet Corvette","14.564",107,2737,"0.39","-1.01",44,"-0.17"
"2013 Audi RS5","13.868",19,5954,"0.68","0.77",88,"0.78"
"2014 Chevrolet Corvette","14.564",107,2862,"0.46","-0.96",47,"-0.17"
"2013 Audi RS5","13.868",19,5947,"0.78","0.66",88,"0.93"
"2014 Chevrolet Corvette","14.564",107,3164,"0.62","-0.81",53,"-0.17"
"2015 Porsche GT3","13.877",93,5046,"0.47","0.06",73,"-2.0"
"2014 Chevrolet Corvette","14.564",107,3673,"0.79","-0.6",53,"-0.17"
"2008 BMW M3","13.874",80,876,"-0.01","-1.02",3,"0.09"
"2011 Ferrari 458","13.819",69,1033,"0.98","0.01",3,"-0.25"
"2013 Audi RS5","13.868",19,5486,"0.8","0.94",82,"0.78"
"2011 Ford Mustang GT500","13.952",96,5526,"0.8","-0.61",91,"-2.0"
"2013 Audi RS5","13.868",19,5215,"0.89","0.97",79,"1.0"
"2014 Chevrolet Corvette","14.866",105,3088,"0.59","-0.67",49,"-0.17"
"2013 Audi RS5","13.868",19,4441,"0.14","0.18",75,"0.91"
"2014 Chevrolet Corvette","14.591",106,4738,"0.5","-0.81",76,"-0.17"
"2008 BMW M3","13.93",85,6174,"0.05","-0.96",77,"0.54"
"2013 Audi RS5","13.859",96,4441,"0.34","-0.76",65,"1.13"
"2014 Chevrolet Corvette","14.591",106,4766,"0.52","-0.69",77,"-0.17"
"2013 Audi RS5","13.859",96,4580,"0.72","-1.03",65,"0.74"
"2014 Chevrolet Corvette","14.591",106,4681,"0.42","-0.18",75,"-0.17"
"2013 Audi RS5","14.071","-12",2052,"0.78","-0.22",11,"0.65"
"2008 BMW M3","13.88",90,1017,"-0.11","-1.02",54,"0.04"
"2013 Audi RS5","13.859",96,4871,"0.82","-0.96",54,"0.52"
"2014 Chevrolet Corvette","14.591",106,4209,"0.34","0.06",67,"-0.17"
"2015 Porsche GT3","14.048",92,5050,"-0.23","0.42",73,"-2.0"
"2014 Chevrolet Corvette","14.591",106,4047,"0.3","0.36",65,"-0.17"
"2011 Ferrari 458","13.608",88,1341,"0.96","0.0",9,"-0.1"
"2014 Chevrolet Corvette","14.722",104,4296,"0.58","1.11",69,"-0.17"
"2013 Audi RS5","13.859",96,6747,"0.69","-0.53",75,"0.71"
"2014 Chevrolet Corvette","14.606",105,4009,"0.37","0.82",65,"-0.17"
"2014 Chevrolet Corvette","14.606",105,4009,"0.45","0.89",64,"-0.17"
"2013 Audi RS5","13.773",97,5983,"0.49","-0.09",75,"0.86"
"2014 Chevrolet Corvette","14.583",106,5665,"0.84","-0.28",63,"-0.17"
"2013 Audi RS5","13.773",97,4540,"0.37","0.45",67,"0.65"
"2011 Ford Mustang GT500","13.872",109,3678,"0.95","-0.86",44,"-2.0"
"2013 Audi RS5","13.773",97,5861,"0.76","1.14",65,"0.78"
"2014 Chevrolet Corvette","14.606",105,3954,"0.37","1.22",63,"-0.17"
"2014 Chevrolet Corvette","14.409",99,1420,"0.44","0.07",16,"-0.17"
"2014 Chevrolet Corvette","14.606",105,3939,"0.45","1.06",63,"-0.17"
"2013 Audi RS5","13.773",97,6102,"0.61","0.54",68,"1.0"
"2014 Chevrolet Corvette","14.491",104,4114,"0.44","-0.39",66,"-0.17"
"2013 Audi RS5","13.773",97,5486,"0.56","-0.7",64,"0.8"
"2014 Chevrolet Corvette","14.606",105,4058,"0.55","0.8",65,"-0.17"
"2013 Audi RS5","13.773",97,5632,"0.67","-0.66",60,"0.63"
"2014 Chevrolet Corvette","14.613",105,3996,"0.51","0.76",64,"-0.17"
"2013 Audi RS5","13.773",97,5861,"0.75","-0.85",63,"0.53"
"2014 Chevrolet Corvette","14.613",105,4105,"0.56","0.72",66,"-0.17"
"2008 BMW M3","13.866",82,5492,"0.05","-0.93",68,"0.39"
"2015 Porsche GT3","13.991",90,5657,"0.58","0.71",65,"-2.0"
"2014 Chevrolet Corvette","14.613",105,4848,"0.81","0.38",79,"-0.17"
"2014 Chevrolet Corvette","14.466",103,5061,"0.61","-0.15",77,"-0.17"
"2011 Ford Mustang GT500","13.647",87,1635,"0.91","-0.26",19,"-2.0"
"2014 Chevrolet Corvette","14.679",105,4199,"0.56","0.04",96,"-0.17"
"2014 Chevrolet Corvette","14.613",105,5808,"0.7","0.02",88,"-0.17"
"2014 Chevrolet Corvette","14.394",100,873,"0.34","0.04",4,"-0.17"
"2014 Chevrolet Corvette","14.613",105,5808,"0.41","0.15",95,"-0.17"
"2013 Audi RS5","13.689",,3806,"0.54","-0.94",42,"0.82"
"2014 Chevrolet Corvette","14.613",105,4116,"0.82","0.29",98,"-0.17"
"2013 Audi RS5","13.689",,5190,"0.54","-1.08",40,"0.9"
"2013 Audi RS5","13.689",,5634,"0.73","-1.05",44,"0.78"
"2013 Audi RS5","13.689",,6175,"0.93","-0.64",49,"0.48"
"2014 Chevrolet Corvette","14.571",105,4448,"0.65","0.05",102,"-0.17"
"2014 Chevrolet Corvette","14.571",105,4347,"0.46","-0.04",99,"-0.17"
"2011 Ferrari 458","13.93",85,2038,"1.05","0.04",46,"-0.06"
"2014 Chevrolet Corvette","14.571",105,3884,"-0.26","0.04",84,"-0.17"
"2011 Ferrari 458","14.047",84,3023,"1.02","-0.01",68,"-0.05"
"2014 Chevrolet Corvette","14.711",103,3431,"0.56","-0.68",55,"-0.17"
"2013 Audi RS5","13.891",,6516,"0.8","-0.61",73,"0.62"
"2014 Chevrolet Corvette","14.571",105,2771,"-0.3","-0.24",62,"-0.17"
"2013 Audi RS5","13.891",,5254,"0.66","-0.7",77,"0.59"
"2014 Chevrolet Corvette","14.571",105,2664,"0.31","-1.01",40,"-0.17"
"2013 Audi RS5","13.891",,5323,"0.62","-0.91",78,"0.64"
"2014 Chevrolet Corvette","14.571",105,2385,"0.6","-1.03",37,"-0.17"
"2011 Ferrari 458","14.011",87,4934,"0.87","-0.01",59,"-0.39"
"2014 Chevrolet Corvette","14.571",105,2471,"0.73","-0.71",40,"-0.17"
"2013 Audi RS5","13.891",,5639,"0.88","-0.86",80,"0.83"
"2013 Audi RS5","13.891",,5725,"0.59","0.11",85,"0.61"
"2014 Chevrolet Corvette","14.567",105,2741,"0.62","-0.85",44,"-0.17"
"2014 Chevrolet Corvette","14.567",105,2968,"0.63","-0.91",44,"-0.17"
"2013 Audi RS5","13.927",94,5543,"0.48","0.11",82,"0.73"
"2014 Chevrolet Corvette","14.567",105,2968,"0.75","-0.77",47,"-0.17"
"2013 Audi RS5","13.927",94,4905,"0.14","-0.07",70,"1.15"
"2014 Chevrolet Corvette","14.567",105,3262,"0.58","-0.76",53,"-0.17"
"2015 Porsche GT3","14.22",90,5145,"-0.69","-0.45",75,"-2.0"
"2014 Chevrolet Corvette","14.567",105,3574,"0.64","-0.55",58,"-0.17"
"2013 Audi RS5","13.927",94,4995,"0.53","0.69",57,"0.85"
"2014 Chevrolet Corvette","14.567",105,4019,"0.55","0.12",66,"-0.17"
"2011 Ford Mustang GT500","14.029",92,5043,"1.07","0.83",109,"-2.0"
"2013 Audi RS5","13.875",9,4391,"0.5","-0.83",34,"0.83"
"2013 Audi RS5","13.927",94,4873,"0.71","0.74",55,"0.78"
"2013 Audi RS5","14.15",7,5298,"0.76","-0.66",78,"0.55"
"2013 Audi RS5","13.927",94,5105,"0.68","0.74",57,"0.84"
"2013 Audi RS5","13.927",94,5210,"0.58","0.92",58,"0.81"
"2011 Ferrari 458","13.892",84,1668,"0.97","0.02",24,"-0.12"
"2013 Audi RS5","13.832",,5309,"1.02","1.15",59,"0.68"
"2014 Chevrolet Corvette","14.569",105,4527,"0.47","-0.5",72,"-0.17"
"2013 Audi RS5","13.832",,5943,"0.95","1.04",64,"0.91"
"2014 Chevrolet Corvette","14.421",103,4189,"0.45","0.66",67,"-0.17"
"2011 Ferrari 458","14.028",87,4357,"0.99","-0.69",54,"-0.13"
"2013 Audi RS5","13.868",,6318,"0.49","0.59",70,"0.88"
"2013 Audi RS5","13.832",,6690,"0.92","0.85",71,"0.58"
"2014 Chevrolet Corvette","14.569",105,4190,"0.42","0.59",67,"-0.17"
"2013 Audi RS5","13.832",,7035,"0.88","0.52",80,"0.56"
"2013 Audi RS5","13.948",,4797,"0.44","0.59",54,"0.77"
"2013 Audi RS5","13.832",,7511,"0.89","0.39",85,"0.53"
"2014 Chevrolet Corvette","14.569",105,4157,"0.47","0.4",67,"-0.17"
"2013 Audi RS5","13.832",,7915,"0.89","0.36",90,"0.63"
"2014 Chevrolet Corvette","14.569",105,4161,"0.48","-0.63",67,"-0.17"
"2014 Chevrolet Corvette","14.795",102,3159,"-0.15","0.07",72,"-0.17"
"2013 Audi RS5","14.089",58,5382,"0.64","0.94",60,"0.73"
"2011 Ford Mustang GT500","13.59",100,2502,"1.05","-0.97",41,"-2.0"
"2013 Audi RS5","13.88",96,5176,"0.66","0.77",77,"0.86"
"2013 Audi RS5","13.797",29,6516,"0.74","0.32",97,"0.52"
"2014 Chevrolet Corvette","14.575",104,4613,"0.54","-0.34",71,"-0.17"
"2013 Audi RS5","13.797",29,6762,"0.8","0.13",101,"0.55"
"2014 Chevrolet Corvette","14.575",104,4613,"0.6","-0.38",75,"-0.17"
"2013 Audi RS5","13.797",29,6928,"0.52","0.02",102,"0.85"
"2014 Chevrolet Corvette","14.575",104,4880,"0.63","0.0",79,"-0.17"
"2013 Audi RS5","13.797",29,6510,"0.3","-0.02",96,"1.25"
"2014 Chevrolet Corvette","14.575",104,3826,"0.65","0.48",82,"-0.17"
"2013 Audi RS5","13.797",29,4534,"0.09","-0.05",81,"1.19"
"2014 Chevrolet Corvette","14.575",104,3826,"0.47","0.53",82,"-0.17"
"2013 Audi RS5","13.797",29,4734,"0.09","0.02",68,"1.14"
"2011 Ferrari 458","13.741",90,891,"0.96","-0.12",5,"-0.23"
"2013 Audi RS5","13.951",,4260,"0.51","-0.8",62,"0.66"
"2013 Audi RS5","14.079",91,6622,"0.62","-0.02",100,"0.98"
"2008 BMW M3","13.834",87,3613,"0.23","-1.27",44,"-0.13"
"2014 Chevrolet Corvette","14.55",103,3431,"0.41","0.43",79,"-0.17"
"2013 Audi RS5","13.843",19,4560,"0.79","-0.79",35,"0.78"
"2008 BMW M3","13.855",88,7010,"0.34","-0.97",86,"0.15"
"2013 Audi RS5","13.843",19,4560,"0.83","-0.86",35,"0.71"
"2014 Chevrolet Corvette","14.55",103,3350,"0.44","0.1",77,"-0.17"
"2013 Audi RS5","13.843",19,5345,"0.79","-0.89",35,"0.66"
"2014 Chevrolet Corvette","14.55",103,3270,"0.43","-0.44",75,"-0.17"
"2013 Audi RS5","13.843",19,5595,"0.68","-0.94",44,"0.69"
"2014 Chevrolet Corvette","14.55",103,3243,"0.45","-0.64",74,"-0.17"
"2013 Audi RS5","13.843",19,6175,"0.84","-0.84",49,"0.46"
"2011 Ford Mustang GT500","13.804",97,2890,"0.73","-0.93",34,"-2.0"
"2013 Audi RS5","13.843",19,7190,"0.83","-0.77",57,"0.46"
"2014 Chevrolet Corvette","14.704",107,3391,"0.63","-0.83",54,"-0.17"
"2014 Chevrolet Corvette","14.635",105,4202,"0.46","-0.64",67,"-0.17"
"2011 Ford Mustang GT500","13.886",91,4458,"1.01","-0.68",73,"-2.0"
"2015 Porsche GT3","13.997",90,3913,"-0.63","0.29",44,"-2.0"
"2008 BMW M3","13.831",82,4797,"0.12","-1.06",60,"0.13"
"2013 Audi RS5","13.906",96,6561,"0.54","0.27",73,"0.57"
"2014 Chevrolet Corvette","14.581",101,3520,"0.57","-0.27",81,"-0.17"
"2013 Audi RS5","13.906",96,6634,"0.62","0.54",75,"0.65"
"2014 Chevrolet Corvette","14.581",101,3539,"0.48","0.05",81,"-0.17"
"2013 Audi RS5","13.906",96,6687,"0.61","-0.21",75,"0.77"
"2014 Chevrolet Corvette","14.421",104,3384,"0.45","-0.09",54,"-0.17"
"2013 Audi RS5","13.906",96,6587,"0.59","-0.5",73,"0.72"
"2014 Chevrolet Corvette","14.581",101,3336,"0.54","0.06",79,"-0.17"
"2013 Audi RS5","13.906",96,6510,"0.52","-0.33",73,"0.9"
"2014 Chevrolet Corvette","14.553",100,1641,"0.48","0.04",18,"-0.17"
"2013 Audi RS5","13.906",96,6337,"0.51","0.49",70,"0.89"
"2015 Porsche GT3","13.96",93,4792,"-0.31","0.79",69,"-2.0"
"2013 Audi RS5","13.906",96,5988,"0.5","0.84",67,"0.68"
"2014 Chevrolet Corvette","14.618",100,2619,"0.21","-0.06",59,"-0.17"
"2014 Chevrolet Corvette","14.901",100,2513,"0.29","0.04",40,"-0.17"
"2015 Porsche GT3","14.1",90,6633,"0.77","0.01",77,"-2.0"
"2014 Chevrolet Corvette","14.618",100,1595,"0.18","-0.1",36,"-0.17"
"2014 Chevrolet Corvette","14.786",103,3371,"0.46","-0.93",77,"-0.17"
"2011 Ford Mustang GT500","13.799",98,4142,"0.75","0.08",92,"-2.0"
"2014 Chevrolet Corvette","14.413",103,4122,"0.57","0.18",95,"-0.17"
"2014 Chevrolet Corvette","14.618",100,1919,"0.42","-0.39",30,"-0.17"
"2013 Audi RS5","13.851",22,6896,"0.79","-0.87",78,"0.54"
"2013 Audi RS5","13.92",96,5292,"0.66","0.03",60,"0.64"
"2015 Porsche GT3","14.068",90,5269,"-0.74","-0.58",60,"-2.0"
"2014 Chevrolet Corvette","14.618",100,1676,"0.42","-0.34",26,"-0.17"
"2008 BMW M3","13.881",84,5791,"0.26","-0.99",72,"0.3"
"2015 Porsche GT3","13.831",88,784,"-0.02","0.16",5,"-2.0"
"2014 Chevrolet Corvette","14.562",99,1554,"0.46","-0.32",24,"-0.17"
"2014 Chevrolet Corvette","14.723",103,3458,"0.57","0.38",55,"-0.17"
"2013 Audi RS5","13.869",78,5756,"0.62","-0.09",64,"0.45"
"2014 Chevrolet Corvette","14.562",99,1529,"0.46","-0.31",24,"-0.17"
"2014 Chevrolet Corvette","14.57",104,3731,"0.43","0.56",86,"-0.17"
"2014 Chevrolet Corvette","14.562",99,1529,"0.41","-0.02",24,"-0.17"
"2013 Audi RS5","13.882",93,6065,"0.57","0.67",88,"0.76"
"2014 Chevrolet Corvette","14.562",99,1531,"0.41","0.22",24,"-0.17"
"2014 Chevrolet Corvette","14.58",105,5509,"0.5","0.64",91,"-0.17"
"2014 Chevrolet Corvette","14.562",99,1465,"0.49","0.11",22,"-0.17"
"2013 Audi RS5","13.882",93,5727,"0.21","0.47",84,"1.22"
"2013 Audi RS5","13.923",45,6145,"0.69","0.0",91,"0.75"
"2011 Ford Mustang GT500","13.592",96,1171,"0.9","0.03",19,"-2.0"
"2014 Chevrolet Corvette","14.562",99,1211,"0.43","0.04",18,"-0.17"
"2013 Audi RS5","13.882",93,4066,"0.54","-0.01",65,"0.86"
"2013 Audi RS5","13.882",93,4066,"0.54","-0.24",60,"0.95"
"2014 Chevrolet Corvette","14.536",99,1089,"0.42","-0.13",18,"-0.17"
"2008 BMW M3","13.846",87,2945,"0.17","-0.91",47,"-0.57"
"2013 Audi RS5","13.907",93,3660,"0.62","-0.59",60,"0.86"
"2014 Chevrolet Corvette","14.536",99,937,"0.48","-0.18",14,"-0.17"
"2013 Audi RS5","13.907",93,3676,"0.67","-0.5",54,"0.78"
"2014 Chevrolet Corvette","14.536",99,903,"0.42","0.01",12,"-0.17"
"2013 Audi RS5","13.907",93,3714,"0.67","-0.43",55,"0.74"
"2014 Chevrolet Corvette","14.493",105,4225,"0.66","-0.2",68,"-0.17"
"2013 Audi RS5","13.907",93,3703,"0.67","-0.36",54,"0.81"
"2014 Chevrolet Corvette","14.536",99,790,"0.48","0.02",11,"-0.17"
"2014 Chevrolet Corvette","15.409",91,1329,"0.47","-0.13",9,"-0.17"
"2014 Chevrolet Corvette","14.536",99,768,"0.47","0.01",11,"-0.17"
"2011 Ford Mustang GT500","13.917",107,3924,"0.84","-0.55",47,"-2.0"
"2014 Chevrolet Corvette","14.536",99,749,"0.48","0.0",11,"-0.17"
"2013 Audi RS5","13.907",93,3461,"0.61","0.02",51,"0.8"
"2013 Audi RS5","13.907",93,4473,"0.55","0.02",50,"0.78"
"2014 Chevrolet Corvette","14.827",102,1154,"0.56","-0.06",9,"-0.17"
"2014 Chevrolet Corvette","14.808",103,3752,"0.5","-0.17",60,"-0.17"
"2014 Chevrolet Corvette","14.495",100,703,"0.46","0.01",10,"-0.17"
"2013 Audi RS5","13.901",93,4117,"0.61","-0.07",46,"0.87"
"2013 Audi RS5","13.929",,5448,"0.81","0.72",81,"0.7"
"2011 Ferrari 458","14.04",86,5149,"0.91","0.21",80,"0.16"
"2013 Audi RS5","13.935",94,6593,"0.93","0.88",98,"0.9"
"2013 Audi RS5","13.901",93,3865,"0.63","0.03",43,"0.83"
"2015 Porsche GT3","14.046",92,5287,"-0.8","-0.34",77,"-2.0"
"2013 Audi RS5","13.901",93,3791,"0.68","0.01",42,"0.8"
"2014 Chevrolet Corvette","14.495",100,1458,"0.54","0.05",13,"-0.17"
"2014 Chevrolet Corvette","14.767",104,4665,"0.45","0.01",85,"-0.17"
"2013 Audi RS5","13.918",95,5854,"0.5","0.81",65,"0.82"
"2013 Audi RS5","13.901",93,3722,"0.68","-0.05",42,"0.84"
"2014 Chevrolet Corvette","14.495",100,1637,"0.53","0.03",18,"-0.17"
"2013 Audi RS5","13.901",93,3626,"0.62","-0.01",40,"0.84"
"2014 Chevrolet Corvette","14.819",103,3846,"0.38","0.68",62,"-0.17"
"2011 Ford Mustang GT500","13.679",101,4299,"0.83","1.06",71,"-2.0"
"2014 Chevrolet Corvette","14.519",100,1650,"0.43","0.05",18,"-0.17"
"2013 Audi RS5","13.934","-6",3434,"0.59","-0.01",38,"0.83"
"2014 Chevrolet Corvette","14.519",100,1458,"0.4","0.07",18,"-0.17"
"2008 BMW M3","13.826",82,2163,"-0.03","-1.08",26,"-0.07"
"2015 Porsche GT3","13.974",91,6870,"0.38","-0.1",100,"-2.0"
"2013 Audi RS5","13.934","-6",3166,"0.5","-0.03",32,"0.98"
"2008 BMW M3","13.829",79,4470,"0.19","-1.09",55,"0.54"
"2013 Audi RS5","13.934","-6",3720,"0.54","0.02",28,"0.91"
"2014 Chevrolet Corvette","14.463",105,3780,"0.53","-0.62",60,"-0.17"
"2013 Audi RS5","13.934","-6",3203,"0.58","-0.02",24,"0.87"
"2014 Chevrolet Corvette","14.519",100,1120,"0.44","0.07",11,"-0.17"
"2013 Audi RS5","13.934","-6",2909,"0.55","0.0",22,"0.8"
"2013 Audi RS5","13.934","-6",2636,"0.68","-0.29",20,"0.75"
"2014 Chevrolet Corvette","14.54",101,884,"0.31","0.07",8,"-0.17"
"2013 Audi RS5","13.934","-6",2701,"0.64","-0.22",20,"0.75"
"2014 Chevrolet Corvette","14.54",101,808,"0.43","0.07",8,"-0.17"
"2008 BMW M3","13.808",78,4074,"0.09","-1.15",67,"-0.79"
"2013 Audi RS5","13.958",3,5472,"0.73","-0.09",82,"1.01"
"2014 Chevrolet Corvette","14.54",101,786,"0.46","0.07",6,"-0.17"
"2011 Ferrari 458","13.739",83,3372,"1.0","0.0",32,"0.03"
"2014 Chevrolet Corvette","14.54",101,735,"0.47","0.06",5,"-0.17"
"2015 Porsche GT3","13.98",91,5498,"0.73","0.38",62,"-2.0"
"2014 Chevrolet Corvette","14.54",101,1219,"0.53","0.0",5,"-0.17"
"2013 Audi RS5","13.929",94,2639,"0.67","-0.24",20,"0.8"
"2011 Ford Mustang GT500","13.507",90,1107,"0.89","0.16",7,"-2.0"
"2013 Audi RS5","13.929",94,2639,"0.67","-0.24",20,"0.79"
"2014 Chevrolet Corvette","14.789",104,3740,"0.51","-0.4",60,"-0.17"
"2013 Audi RS5","13.929",94,2774,"0.71","-0.18",20,"0.84"
"2013 Audi RS5","13.929",94,2814,"0.63","0.14",21,"0.76"
"2013 Audi RS5","14.05",93,4239,"0.7","-0.43",63,"0.77"
"2013 Audi RS5","13.929",94,2672,"0.57","0.13",19,"0.8"
"2014 Chevrolet Corvette","14.545",102,838,"0.42","0.06",9,"-0.17"
"2013 Audi RS5","14.017",5,4848,"0.38","-0.39",54,"1.12"
"2013 Audi RS5","13.88",96,4251,"0.54","0.04",67,"0.69"
"2011 Ferrari 458","13.787",85,1485,"1.02","0.03",18,"-0.01"
"2015 Porsche GT3","14.028",91,6296,"-0.4","-0.54",92,"-2.0"
"2013 Audi RS5","13.977",95,2109,"0.63","0.07",15,"0.76"
"2014 Chevrolet Corvette","14.545",102,677,"0.36","0.22",5,"-0.17"
"2013 Audi RS5","13.977",95,1873,"0.56","0.01",13,"0.85"
"2014 Chevrolet Corvette","14.545",102,659,"0.43","0.13",5,"-0.17"
"2013 Audi RS5","13.977",95,1525,"0.57","-0.09",10,"0.75"
"2014 Chevrolet Corvette","14.545",102,659,"0.45","0.03",3,"-0.17"
"2013 Audi RS5","13.977",95,1321,"0.79","-0.16",9,"0.68"
"2015 Porsche GT3","14.003",89,5558,"-1.02","-0.45",81,"-2.0"
"2013 Audi RS5","13.977",95,1747,"0.71","-0.2",12,"0.86"
"2013 Audi RS5","13.977",95,1661,"0.73","-0.09",12,"0.73"
"2013 Audi RS5","13.985","-7",1658,"0.7","0.0",13,"0.8"
"2014 Chevrolet Corvette","14.563",102,1070,"0.51","-0.01",2,"-0.17"
"2008 BMW M3","13.824",88,5859,"0.37","-1.04",72,"0.32"
"2014 Chevrolet Corvette","14.563",102,914,"0.5","0.02",3,"-0.17"
"2015 Porsche GT3","14.016",90,4229,"-1.02","-0.45",34,"-2.0"
"2011 Ferrari 458","13.896",84,1519,"0.88","-0.07",23,"-0.14"
"2013 Audi RS5","13.985","-7",1533,"0.66","0.04",12,"0.78"
"2013 Audi RS5","14.043",95,4179,"0.62","-0.72",32,"0.73"
"2013 Audi RS5","13.979",,5425,"0.96","1.17",60,"0.98"
"2014 Chevrolet Corvette","14.563",102,757,"0.52","0.0",1,"-0.17"
"2014 Chevrolet Corvette","14.597",104,2941,"0.54","-0.95",47,"-0.17"
"2014 Chevrolet Corvette","14.563",102,762,"0.43","0.0",1,"-0.17"
"2013 Audi RS5","13.985","-7",1875,"0.67","0.03",14,"0.77"
"2013 Audi RS5","13.985","-7",1915,"0.72","0.08",14,"0.79"
"2011 Ferrari 458","14.012",83,3024,"1.04","-0.09",69,"-0.08"
"2011 Ferrari 458","13.675",83,2307,"1.0","0.0",11,"-0.08"
"2013 Audi RS5","13.995","-8",1958,"0.66","0.04",14,"0.77"
"2014 Chevrolet Corvette","14.553",106,5555,"0.4","0.6",91,"-0.17"
"2015 Porsche GT3","13.988",91,4644,"-0.3","0.73",65,"-2.0"
"2014 Chevrolet Corvette","14.525",102,988,"0.49","0.02",1,"-0.17"
"2013 Audi RS5","13.995","-8",1897,"0.65","0.07",14,"0.77"
"2014 Chevrolet Corvette","14.525",102,775,"0.5","-0.01",1,"-0.17"
"2013 Audi RS5","13.995","-8",1924,"0.66","0.06",14,"0.74"
"2014 Chevrolet Corvette","14.525",102,808,"0.46","0.01",1,"-0.17"
"2013 Audi RS5","13.995","-8",1972,"0.65","0.05",14,"0.77"
"2014 Chevrolet Corvette","14.525",102,922,"0.5","0.02",1,"-0.17"
"2013 Audi RS5","13.995","-8",1905,"0.62","0.02",14,"0.8"
"2013 Audi RS5","13.995","-8",1791,"0.66","0.04",13,"0.76"
"2013 Audi RS5","13.995","-8",1784,"0.65","0.05",13,"0.76"
"2013 Audi RS5","13.998",97,1627,"0.59","0.04",13,"0.8"
"2013 Audi RS5","13.998",97,1627,"0.68","0.04",12,"0.8"
"2013 Audi RS5","13.998",97,1601,"0.65","0.02",12,"0.75"
"2013 Audi RS5","13.998",97,1481,"0.63","0.05",11,"0.79"
"2011 Ferrari 458","14.015",84,2196,"0.98","-0.03",50,"-0.05"
"2013 Audi RS5","13.998",97,1565,"0.61","0.12",11,"0.8"
"2015 Porsche GT3","13.977",91,6424,"0.7","0.57",114,"-2.0"
"2008 BMW M3","13.823",85,5705,"0.27","-0.95",70,"0.23"
"2013 Audi RS5","13.981","-11",863,"0.66","0.05",3,"0.76"
"2013 Audi RS5","13.879",96,4976,"0.46","-0.85",56,"0.73"
"2015 Porsche GT3","13.977",91,5753,"0.87","0.54",100,"-2.0"
"2013 Audi RS5","13.981","-11",1363,"0.57","0.01",5,"0.83"
"2013 Audi RS5","14.137",93,4519,"0.52","0.64",86,"0.7"
"2013 Audi RS5","13.981","-11",970,"0.59","0.0",2,"0.82"
"2013 Audi RS5","13.924","-10",862,"0.63","0.02",1,"0.77"
"2013 Audi RS5","13.924","-10",847,"0.73","0.02",1,"0.68"
"2014 Chevrolet Corvette","14.519",100,1458,"0.43","0.05",15,"-0.17"
"2013 Audi RS5","13.905","-10",1109,"0.59","0.0",2,"0.87"
"2011 Ferrari 458","14.034",84,2995,"0.94","-0.04",68,"-0.04"
"2013 Audi RS5","13.905","-10",1213,"0.65","-0.1",3,"0.78"
"2011 Ferrari 458","13.982",86,5524,"1.0","-0.07",104,"0.09"
"2015 Porsche GT3","13.995",90,6695,"0.82","0.09",97,"-2.0"
"2014 Chevrolet Corvette","14.607",106,3806,"0.55","-0.76",61,"-0.17"
"2011 Ford Mustang GT500","13.802",93,1098,"0.99","0.01",13,"-2.0"
