_time,ac_power,total-unhalted_core_cycles,total-instructions_retired,total-last_level_cache_references,total-memory_bus_transactions,total-cpu-utilization,total-disk-accesses,total-disk-blocks,total-disk-utilization
20:09:38 2008-Apr-22,222.0,237709890,483203540,15402715,16709,18.10,11,128,4.8
20:09:39 2008-Apr-22,223.0,236585175,483202862,14948313,15516,18.34,0,0,0
20:09:40 2008-Apr-22,222.0,237085952,483014139,15304800,13304,18.18,0,0,0
20:09:41 2008-Apr-22,222.0,236688790,483028397,15093242,14923,19.17,0,0,0
20:09:42 2008-Apr-22,222.0,238147296,483270373,15321507,19083,17.35,1.98,15.84,2.77
20:09:43 2008-Apr-22,223.0,236080393,482893762,14911374,15840,18.18,12.12,145.45,6.46
20:09:44 2008-Apr-22,222.0,237274482,483201449,15497281,12720,17.35,0,0,0
20:09:45 2008-Apr-22,222.0,236639504,483209787,14976597,15451,18.18,0,0,0
20:09:46 2008-Apr-22,223.0,267069746,539943597,15304526,47728,18.18,0,0,0
20:09:47 2008-Apr-22,222.0,245161742,487969466,15095029,91172,18.18,5,40,4.4
20:09:48 2008-Apr-22,222.0,237690116,482792223,15506092,18678,18.18,13.86,158.42,5.94
20:09:49 2008-Apr-22,222.0,236104884,482937035,14857673,17055,18.18,0,0,0
20:09:50 2008-Apr-22,223.0,237069921,482971507,15202390,17138,18.18,0,0,0
20:09:51 2008-Apr-22,222.0,237414012,483010990,15243962,17898,18.18,0,0,0
20:09:52 2008-Apr-22,223.0,237724332,483479159,14911986,23270,18.18,1,8,2.8
20:09:53 2008-Apr-22,221.0,238848334,483384286,15426210,21896,18.18,21,216,7.6
20:09:54 2008-Apr-22,223.0,270066292,546974723,15219581,69017,20.19,0,0,0
20:09:55 2008-Apr-22,222.0,237304613,483018088,15235573,18615,17.20,0,0,0
20:09:56 2008-Apr-22,223.0,236044892,482973535,14878558,15998,18.18,0,0,0
20:09:57 2008-Apr-22,222.0,239522286,483539590,15460795,24425,18.18,3,24,4
20:09:58 2008-Apr-22,222.0,235611336,482791715,14880734,13610,18.26,11.88,134.65,5.54
20:09:59 2008-Apr-22,222.0,237198923,483018972,15308509,14641,18.10,0,0,0
20:10:00 2008-Apr-22,223.0,236158883,482832758,15103861,12586,18.18,0,0,0
20:10:01 2008-Apr-22,222.0,237117358,482939462,15256589,15254,18.10,0,0,0
20:10:02 2008-Apr-22,223.0,270650830,547174802,15255044,57932,19.09,10,88,4.8
20:10:03 2008-Apr-22,222.0,237217412,482947825,15328276,16961,18.18,2.97,71.29,3.17
20:10:04 2008-Apr-22,223.0,236053911,482853486,15028102,14472,17.27,0,0,0
20:10:05 2008-Apr-22,223.0,237086456,483022787,15274127,15008,18.10,0,0,0
20:10:06 2008-Apr-22,221.0,235794993,482786189,15036986,12097,18.18,0,0,0
20:10:07 2008-Apr-22,222.0,238785458,483355548,15432194,19822,17.35,9,72,4.4
20:10:08 2008-Apr-22,222.0,235355080,482801729,14826913,12499,18.18,4,72,3.6
20:10:09 2008-Apr-22,222.0,237254978,482991949,15374483,14837,17.35,0,0,0
20:10:10 2008-Apr-22,221.0,236338074,482835621,15075222,13556,18.10,0,0,0
20:10:11 2008-Apr-22,222.0,270593973,547115420,15439409,50807,18.18,0,0,0
20:10:12 2008-Apr-22,222.0,237178261,483403384,14868713,21421,18.18,1,8,2.8
20:10:13 2008-Apr-22,222.0,238307561,483210981,15548846,17804,18.18,13,152,6
20:10:14 2008-Apr-22,222.0,236078669,482916470,14993573,13050,18.18,0,0,0
20:10:15 2008-Apr-22,222.0,236177860,483006491,15028538,13349,18.18,0,0,0
20:10:16 2008-Apr-22,223.0,237263842,483015110,15348208,13479,18.18,0,0,0
20:10:17 2008-Apr-22,222.0,237865326,483585575,14884756,23368,18.18,1,8,2
20:10:18 2008-Apr-22,223.0,237388686,482952418,15362972,16136,19.17,11.88,134.65,5.94
20:10:19 2008-Apr-22,222.0,269839775,546958525,15222629,52071,19.98,0,0,0
20:10:20 2008-Apr-22,223,237180394,482691337,15347637,16848,18.10,0,0,0
20:10:21 2008-Apr-22,224.0,235803728,482815555,14861695,14747,18.10,0,0,0
20:10:22 2008-Apr-22,222.0,238598144,483309245,15418739,21667,19.17,4.95,47.52,3.56
20:10:23 2008-Apr-22,223.0,236256360,482773064,14961370,15434,18.73,22.22,298.99,8.08
20:10:24 2008-Apr-22,221.0,236343178,482618828,15248271,12419,19.17,0,0,0
20:10:25 2008-Apr-22,223.0,236579161,482796394,15102467,15233,17.35,0,0,0
20:10:26 2008-Apr-22,222.0,236815537,482635724,15321738,12679,18.18,0,0,0
20:10:27 2008-Apr-22,223.0,266079078,537504792,14898267,55931,21.62,1.98,15.84,2.38
20:10:28 2008-Apr-22,222.0,236900372,482646099,15258914,17057,18.18,11,128,5.6
20:10:29 2008-Apr-22,223.0,236349465,482788628,15088571,15027,17.35,0,0,0
20:10:30 2008-Apr-22,222.0,237168344,483139795,15343503,13331,19.17,0,0,0
20:10:31 2008-Apr-22,222.0,236198688,482949352,14907515,14631,18.18,0,0,0
20:10:32 2008-Apr-22,222.0,239608518,483592142,15515458,22547,18.18,9,72,4
20:10:33 2008-Apr-22,224.0,237141991,483527390,14937600,17618,18.41,12,152,6.8
20:10:34 2008-Apr-22,221.0,235927598,482818683,15113037,12519,18.18,0,0,0
20:10:35 2008-Apr-22,222.0,236692942,482827112,15258975,13428,19.17,0,0,0
20:10:36 2008-Apr-22,222.0,270133358,545827054,15333137,51251,20.19,0,0,0
20:10:37 2008-Apr-22,222.0,238430298,483656707,14906144,26373,18.18,3,24,4
20:10:38 2008-Apr-22,221.0,236380387,482776704,15167890,14066,18.18,12,136,5.6
20:10:39 2008-Apr-22,223.0,237348853,483043341,15225244,14835,18.10,0,0,0
20:10:40 2008-Apr-22,222.0,236071678,482939949,14895534,13942,17.27,0,0,0
20:10:41 2008-Apr-22,222.0,238045178,483118178,15411638,15582,18.72,0,0,0
20:10:42 2008-Apr-22,223.0,238135495,483514264,14959751,21058,18.18,9,72,4
20:10:43 2008-Apr-22,223.0,237661462,483129358,15306122,15939,17.27,4,88,3.6
20:10:44 2008-Apr-22,222.0,265938143,538715429,14963864,48270,19.17,0,0,0
20:10:45 2008-Apr-22,223.0,238715846,483363752,15498462,19673,19.00,0,0,0
20:10:46 2008-Apr-22,223.0,236275978,483122625,14891800,14304,18.35,0,0,0
20:10:47 2008-Apr-22,221.0,242555955,486735041,15392857,72718,18.18,9,72,4.4
20:10:48 2008-Apr-22,223.0,235659338,481043626,14996816,19088,9.09,4,88,3.6
20:10:49 2008-Apr-22,223.0,237476691,482982715,15259472,18392,9.09,0,0,0
20:10:50 2008-Apr-22,223.0,236330789,482948993,14965325,16610,9.09,0,0,0
20:10:51 2008-Apr-22,222.0,238118225,483034704,15471935,18846,9.09,0,0,0
20:10:52 2008-Apr-22,223.0,237174003,483205134,14841105,23043,8.26,1,8,2.8
20:10:53 2008-Apr-22,223.0,271602652,546915254,15582383,72948,10.90,15.31,269.39,6.12
20:10:54 2008-Apr-22,223.0,236433838,482779418,15128892,15314,9.09,0,0,0
20:10:55 2008-Apr-22,222.0,237473066,482881666,15429840,15982,9.09,0,0,0
20:10:56 2008-Apr-22,223.0,237191959,483333008,14837802,19714,9.09,0,0,0
20:10:57 2008-Apr-22,222.0,239954832,483735148,15424227,25286,9.09,4,32,2.4
20:10:58 2008-Apr-22,222.0,236506123,482838479,15090641,15014,9.01,16,184,7.6
20:10:59 2008-Apr-22,222.0,235580133,482795464,14922149,14224,9.09,0,0,0
20:11:00 2008-Apr-22,223.0,236769373,482641105,15406734,13112,9.09,0,0,0
20:11:01 2008-Apr-22,222.0,269681315,546747847,15265453,54026,10.07,0,0,0
20:11:02 2008-Apr-22,223.0,237329410,483092821,15017575,22069,9.09,2,16,2.8
20:11:03 2008-Apr-22,222.0,236344914,482887624,15013283,15059,9.09,10.89,126.73,4.75
20:11:04 2008-Apr-22,223.0,236682165,482669727,15340307,12457,9.01,0,0,0
20:11:05 2008-Apr-22,222.0,235700352,482810232,14892253,14408,9.09,0,0,0
20:11:06 2008-Apr-22,222.0,236473355,482631511,15339118,11708,9.09,0,0,0
20:11:07 2008-Apr-22,222.0,237160080,483159718,15028725,19395,8.26,1.98,15.84,2.38
20:11:08 2008-Apr-22,223.0,236479824,482666838,15249842,13868,9.09,11.88,142.57,5.54
20:11:09 2008-Apr-22,222.0,264926199,537160606,15007306,48765,10.54,0,0,0
20:11:10 2008-Apr-22,222.0,236708876,482655581,15353284,14771,9.09,0,0,0
20:11:11 2008-Apr-22,223.0,236202602,482873500,14980731,15684,9.12,0,0,0
20:11:12 2008-Apr-22,223.0,238599868,483264909,15323685,22473,9.09,10,80,4.8
20:11:13 2008-Apr-22,223.0,237503637,483219518,15121607,20423,8.26,11,128,5.2
20:11:14 2008-Apr-22,222.0,236636483,482663194,15324367,12570,9.09,0,0,0
20:11:15 2008-Apr-22,222.0,235711694,482777476,14888599,14041,9.09,0,0,0
20:11:16 2008-Apr-22,222.0,237668657,482980865,15505603,15117,8.26,0,0,0
20:11:17 2008-Apr-22,222.0,239410574,483823792,15015084,26915,9.09,2,16,2.8
20:11:18 2008-Apr-22,222.0,267869909,538639444,15262332,59217,10.42,20.79,277.23,7.52
20:11:19 2008-Apr-22,223.0,237823898,484213319,14863770,20598,10.08,0,0,0
20:11:20 2008-Apr-22,222.0,238303955,483076589,15551247,16069,8.18,0,0,0
20:11:21 2008-Apr-22,222.0,236556949,483168194,14931909,15661,9.09,0,0,0
20:11:22 2008-Apr-22,222.0,237309822,483147130,15094831,20159,9.17,9,72,4.4
20:11:23 2008-Apr-22,222.0,236732309,482934092,15289054,12997,10.07,3.96,71.29,2.77
20:11:24 2008-Apr-22,223.0,234958889,482153738,14835709,12282,9.74,0,0,0
20:11:25 2008-Apr-22,222.0,236978594,482891701,15372351,14434,9.09,0,0,0
20:11:26 2008-Apr-22,223.0,267824981,544263465,15120348,46245,10.03,0,0,0
20:11:27 2008-Apr-22,222.0,238628001,483223047,15286035,26133,9.09,12,96,5.2
20:11:28 2008-Apr-22,223.0,235352129,482692383,14840999,13836,9.09,7,120,4.4
20:11:29 2008-Apr-22,223.0,237184546,482823530,15404003,14321,9.09,0,0,0
20:11:30 2008-Apr-22,222.0,235475619,482656940,14952402,11603,9.09,0,0,0
20:11:31 2008-Apr-22,222.0,236874257,482801916,15272603,13585,9.09,0,0,0
20:11:32 2008-Apr-22,223.0,236782861,482963461,15084252,17115,9.09,1,8,2.8
20:11:33 2008-Apr-22,222.0,237089800,482786552,15295560,15941,8.26,12,136,6
20:11:34 2008-Apr-22,222.0,269077372,546684886,15265187,44385,10.90,0,0,0
20:11:35 2008-Apr-22,223.0,236852142,482792760,15310670,16766,9.09,0,0,0
20:11:36 2008-Apr-22,222.0,236073889,482783905,15061558,14516,9.01,0,0,0
20:11:37 2008-Apr-22,223.0,238368322,483227709,15327080,20952,9.09,1.01,8.08,2.42
20:11:38 2008-Apr-22,222.0,235550113,482631441,14939917,14680,9.17,12.87,150.5,5.54
20:11:39 2008-Apr-22,222.0,237412601,482871184,15432134,14212,9.09,0,0,0
20:11:40 2008-Apr-22,222.0,235826099,482849990,14865712,13720,9.09,0,0,0
20:11:41 2008-Apr-22,222.0,237308653,483034106,15216289,16759,9.09,0,0,0
20:11:42 2008-Apr-22,222.0,237529202,483057362,15141461,18229,9.09,0.99,7.92,2.38
20:11:43 2008-Apr-22,222.0,270158996,546731454,15387650,49734,10.00,11.88,134.65,6.34
20:11:44 2008-Apr-22,223.0,235149951,482718319,14803034,13835,9.09,0,0,0
20:11:45 2008-Apr-22,222.0,236769409,482834364,15293726,14674,9.09,0,0,0
20:11:46 2008-Apr-22,222.0,235986717,482631274,15066428,13321,7.21,0,0,0
20:11:47 2008-Apr-22,222.0,240562369,486526381,14974214,76440,8.04,2,24,2.8
20:11:48 2008-Apr-22,223.0,240604143,484112455,15443794,26309,8.11,19,264,6.4
20:11:49 2008-Apr-22,223.0,237878382,483527488,14892508,22970,8.11,0,0,0
20:11:50 2008-Apr-22,222.0,237318100,482937146,15329570,16352,8.26,0,0,0
20:11:51 2008-Apr-22,222.0,1098511326,2242084272,71616765,105890,41.75,0,0,0
20:11:52 2008-Apr-22,232.0,512529631,1055531869,32975739,33639,11.73,9.9,79.21,4.75
20:11:53 2008-Apr-22,225.0,511591535,1055442270,32945454,24686,10.89,10.89,126.73,5.94
20:11:54 2008-Apr-22,224.0,512791628,1061748294,33128681,17697,11.78,0,0,0
20:11:55 2008-Apr-22,225.0,552437068,1136692198,33837861,55885,14.97,0,0,0
20:11:56 2008-Apr-22,225.0,504390450,1043209152,32571380,18899,9.95,0,0,0
20:11:57 2008-Apr-22,226.0,514655806,1062222822,33138324,25896,11.78,1.94,23.3,3.5
20:11:58 2008-Apr-22,224.0,512169573,1059664564,33063233,20181,11.84,12.12,153.54,7.68
20:11:59 2008-Apr-22,226.0,547030696,1124772524,33570915,52581,14.11,0,0,0
20:12:00 2008-Apr-22,225.0,509805284,1054922313,32860946,18558,10.81,0,0,0
20:12:01 2008-Apr-22,225.0,519164554,1074018415,33455274,18303,11.36,0,0,0
20:12:02 2008-Apr-22,224.0,501707726,1036079324,32279225,25216,11.93,11.88,95.05,6.34
20:12:03 2008-Apr-22,225.0,555195314,1143909052,33812838,52794,13.91,7,128,5.2
20:12:04 2008-Apr-22,225.0,509883254,1054868461,32948537,17236,10.19,0,0,0
20:12:05 2008-Apr-22,225.0,509399822,1054743541,32998084,15752,11.76,0,0,0
20:12:06 2008-Apr-22,226.0,554790868,1143690634,33998536,41131,9.94,0,0,0
20:12:07 2008-Apr-22,226.0,511638650,1055291108,33004218,30623,12.82,9,72,4.8
20:12:08 2008-Apr-22,224.0,509751454,1054781518,32983665,17035,12.88,3.96,79.21,3.56
20:12:09 2008-Apr-22,226.0,506255980,1046839207,32739159,17112,12.79,0,0,0
20:12:10 2008-Apr-22,225.0,550240447,1132737153,33735565,47651,12.11,0,0,0
20:12:11 2008-Apr-22,224.0,509814247,1054880038,32836860,20846,12.58,0,0,0
20:12:12 2008-Apr-22,225.0,500531510,1035829428,32302111,16693,6.53,0.99,7.92,1.98
20:12:13 2008-Apr-22,225.0,519568341,1074107110,33522128,22747,12.00,12,160,6.8
20:12:14 2008-Apr-22,225.0,543716826,1118454361,33387932,49619,14.58,0,0,0
20:12:15 2008-Apr-22,225.0,512690366,1061025648,33094197,19366,11.99,0,0,0
20:12:16 2008-Apr-22,226.0,519033201,1073994269,33434401,17380,10.30,0,0,0
20:12:17 2008-Apr-22,225.0,510994649,1055273994,32874485,23127,12.00,1,8,1.6
20:12:18 2008-Apr-22,225.0,546482491,1124735691,33302960,54666,13.09,20,272,7.2
20:12:19 2008-Apr-22,225.0,509788947,1054765084,33049590,17950,10.80,0,0,0
20:12:20 2008-Apr-22,225.0,516225238,1068909280,33460445,15723,9.83,0,0,0
20:12:21 2008-Apr-22,225.0,525556016,1084630510,33072342,28522,11.91,0,0,0
20:12:22 2008-Apr-22,224.0,533152107,1099750534,33482232,37413,12.17,0.98,7.84,2.35
20:12:23 2008-Apr-22,224.5,508972806,1051293111,32841777,23647,11.62,14,160,6.4
20:12:24 2008-Apr-22,225.0,511427430,1058536492,32996413,15830,10.73,0,0,0
20:12:25 2008-Apr-22,226.0,532702953,1099000613,33529411,29390,10.71,0,0,0
20:12:26 2008-Apr-22,225.0,532357851,1099688407,33321635,35565,12.79,0,0,0
20:12:27 2008-Apr-22,225.0,503496099,1039982873,32520952,21053,13.86,1.96,15.69,3.14
20:12:28 2008-Apr-22,225.0,516761647,1069751976,33428536,18772,12.07,12.87,142.57,6.73
20:12:29 2008-Apr-22,225.0,546426739,1124590440,33584142,46982,13.61,0,0,0
20:12:30 2008-Apr-22,225.0,509877262,1054881822,32970712,18397,12.09,0,0,0
20:12:31 2008-Apr-22,226.0,510397042,1054959268,32973400,17950,11.89,0,0,0
20:12:32 2008-Apr-22,225.0,511054935,1055257039,32983748,22617,12.60,9.8,78.43,5.49
20:12:33 2008-Apr-22,226.0,548081243,1125280341,33280785,58896,13.06,14.43,164.95,6.6
20:12:34 2008-Apr-22,225.0,519603763,1074335107,33648826,18722,11.76,0,0,0
20:12:35 2008-Apr-22,226.0,509788661,1054374127,32998109,16664,10.71,0,0,0
20:12:36 2008-Apr-22,225.0,524095537,1080441075,33024650,27663,12.80,0,0,0
20:12:37 2008-Apr-22,225.0,535036804,1100257643,33545243,44541,13.65,7,56,6
20:12:38 2008-Apr-22,225.0,501601630,1036008119,32364526,22714,12.04,15.69,172.55,8.24
20:12:39 2008-Apr-22,225.0,519027750,1074021412,33531619,17136,11.76,0,0,0
20:12:40 2008-Apr-22,224.0,523215720,1080201197,32902833,27537,11.80,0,0,0
20:12:41 2008-Apr-22,225.0,533006378,1099425101,33482392,37572,13.15,0,0,0
20:12:42 2008-Apr-22,226.0,509957529,1054977095,32853706,18579,10.81,8.91,71.29,4.75
20:12:43 2008-Apr-22,225.0,510999605,1056419307,32927000,22696,10.72,13.86,198.02,5.94
20:12:44 2008-Apr-22,224.0,531238416,1097341265,33371750,29912,7.25,0,0,0
20:12:45 2008-Apr-22,225.0,532780715,1099824851,33329040,37403,13.87,0,0,0
20:12:46 2008-Apr-22,226.0,501422093,1037819004,32358127,16483,11.80,0,0,0
20:12:47 2008-Apr-22,225.0,518393358,1067096688,33210938,79600,10.83,9,72,4.8
20:12:48 2008-Apr-22,225.0,536658019,1107286762,33570584,41118,12.69,12.87,174.26,6.73
20:12:49 2008-Apr-22,225.0,529680356,1091514143,33200112,64281,13.78,0,0,0
20:12:50 2008-Apr-22,226.0,504626798,1044026064,32633497,17888,11.93,0,0,0
20:12:51 2008-Apr-22,224.0,532820789,1099097557,33484835,29764,11.17,0,0,0
20:12:52 2008-Apr-22,225.0,533631625,1099915479,33519028,47586,14.59,8.74,69.9,4.66
20:12:53 2008-Apr-22,225.0,501653289,1035965420,32392721,24798,10.75,10.2,138.78,5.71
20:12:54 2008-Apr-22,226.0,509400408,1054712453,32983260,14400,12.03,0,0,0
20:12:55 2008-Apr-22,225.0,534915724,1103588619,33665841,28448,11.63,0,0,0
20:12:56 2008-Apr-22,224.0,528070717,1088984646,33196437,38758,13.96,0,0,0
20:12:57 2008-Apr-22,224.5,514195392,1061547480,33103659,24903,11.84,1.01,8.08,2.02
20:12:58 2008-Apr-22,225.0,510201009,1054928354,32870459,20520,11.80,13.86,158.42,7.13
20:12:59 2008-Apr-22,225.0,529268442,1093439890,33247378,27647,12.00,0,0,0
20:13:00 2008-Apr-22,225.0,526368426,1085998666,33137232,35320,12.73,0,0,0
20:13:01 2008-Apr-22,225.0,512945989,1061063191,33153299,19402,10.72,0,0,0
20:13:02 2008-Apr-22,224.0,507072962,1048708857,32753523,16452,11.88,1.03,8.25,2.47
20:13:03 2008-Apr-22,226.0,536343749,1105762871,33713354,33259,11.92,12.5,138.46,6.54
20:13:04 2008-Apr-22,224.0,520519780,1073867596,32726099,35550,13.96,0,0,0
20:13:05 2008-Apr-22,225.0,517652690,1071200781,33333955,19882,10.74,0,0,0
20:13:06 2008-Apr-22,225.0,510969923,1057586916,32970422,16767,9.82,0,0,0
20:13:07 2008-Apr-22,225.0,532538453,1099006058,33433681,29534,9.91,1.02,8.16,2.45
20:13:08 2008-Apr-22,225.0,533321470,1099896402,33444286,41210,15.68,13.86,158.42,7.52
20:13:09 2008-Apr-22,225.0,510459454,1054934984,33104519,19022,11.84,0,0,0
20:13:10 2008-Apr-22,225.0,523664768,1079929658,32969005,25992,13.91,0,0,0
20:13:11 2008-Apr-22,226.0,533991730,1099875178,33614001,36919,11.73,0,0,0
20:13:12 2008-Apr-22,225.0,511440096,1055406360,32962067,25904,13.78,4.95,39.6,3.56
20:13:13 2008-Apr-22,225.0,507428737,1046072858,32738949,28799,12.85,23.53,298.04,9.02
20:13:14 2008-Apr-22,225.0,527789488,1089223491,33221798,27752,13.94,0,0,0
20:13:15 2008-Apr-22,226.0,532876357,1099690490,33512805,38437,12.73,0,0,0
20:13:16 2008-Apr-22,225.0,500895418,1035794306,32351467,19545,12.04,0,0,0
20:13:17 2008-Apr-22,225.0,520806020,1074400109,33604673,24257,11.08,10.89,87.13,6.73
20:13:18 2008-Apr-22,226.0,523743183,1079886561,32967914,30970,11.59,13.59,155.34,7.38
20:13:19 2008-Apr-22,225.0,533421224,1099851101,33513302,38364,13.25,0,0,0
20:13:20 2008-Apr-22,225.0,588818246,1103182561,33077565,214534,12.51,0,0,0
20:13:21 2008-Apr-22,225.0,510509203,1055048767,32799404,29978,11.67,0,0,0
20:13:22 2008-Apr-22,226.0,524861823,1082832601,32863513,37851,11.91,2,16,3.2
20:13:23 2008-Apr-22,225.0,533889797,1097353111,33483137,76987,14.97,13.4,148.45,8.25
20:13:24 2008-Apr-22,225.0,511283206,1058127141,33134215,20253,11.84,0,0,0
20:13:25 2008-Apr-22,224.0,530444066,1095473567,33356406,31389,11.01,0,0,0
20:13:26 2008-Apr-22,226.0,510019529,1054811968,32918866,20657,12.28,0,0,0
20:13:27 2008-Apr-22,225.0,525312847,1080940404,32969434,53518,13.17,8.82,70.59,4.71
20:13:28 2008-Apr-22,225,510497788,1054980360,32971319,24104,12.07,12.87,150.5,7.13
20:13:29 2008-Apr-22,225.0,538918240,1112821182,33913661,29981,11.71,0,0,0
20:13:30 2008-Apr-22,224.0,501945084,1040520575,32450463,16395,11.78,0,0,0
20:13:31 2008-Apr-22,225.0,532612070,1099803547,33318637,42719,12.27,0,0,0
20:13:32 2008-Apr-22,225.0,510240809,1054900134,33020321,22460,11.72,8.65,69.23,4.23
20:13:33 2008-Apr-22,225.0,524561748,1080131808,33036133,36301,13.65,12,136,6.4
20:13:34 2008-Apr-22,225.0,532966506,1099633217,33550355,37345,12.88,0,0,0
20:13:35 2008-Apr-22,225.0,509865249,1054894073,32925755,20794,13.84,0,0,0
20:13:36 2008-Apr-22,226.0,504602096,1043295129,32595681,18113,11.07,0,0,0
20:13:37 2008-Apr-22,224.0,539544110,1111356230,33805573,36619,13.10,1.01,8.08,2.02
20:13:38 2008-Apr-22,225.0,532797112,1097488355,33534596,43290,20.82,13.73,156.86,7.06
20:13:39 2008-Apr-22,225.0,511834069,1057857849,33131200,20251,20.62,0,0,0
20:13:40 2008-Apr-22,226.0,541817560,1118309809,34106493,31062,20.71,0,0,0
20:13:41 2008-Apr-22,224.0,510295677,1053782759,32895441,23379,19.91,0,0,0
20:13:42 2008-Apr-22,225.0,525589404,1082700093,32978528,40509,20.83,0.97,7.77,2.33
20:13:43 2008-Apr-22,225.0,521124422,1074741600,33557963,27629,19.73,21,272,7.6
20:13:44 2008-Apr-22,225.0,542218752,1118456486,34087426,30507,20.62,0,0,0
20:13:45 2008-Apr-22,225.0,501736362,1036330620,32334650,22190,20.00,0,0,0
20:13:46 2008-Apr-22,225.0,542743848,1119313263,34079267,38526,21.43,0,0,0
20:13:47 2008-Apr-22,225.0,514382482,1058865634,32937334,77286,19.09,3.96,31.68,3.17
20:13:48 2008-Apr-22,226.0,534131083,1099387287,33513722,45855,19.65,17.31,184.62,6.92
20:13:49 2008-Apr-22,225.0,510896642,1055837970,32909256,25433,19.73,0,0,0
20:13:50 2008-Apr-22,225.0,542308044,1118777570,33918427,60535,18.26,0,0,0
20:13:51 2008-Apr-22,226.0,511208920,1055271918,33035918,24807,19.64,0,0,0
20:13:52 2008-Apr-22,225.0,533913199,1099644593,33434621,37698,21.10,10.78,86.27,5.88
20:13:53 2008-Apr-22,226.0,536730847,1100824993,33722007,62036,20.53,0,0,0
20:13:54 2008-Apr-22,225.0,511435936,1055390803,33043463,23421,20.82,12.75,141.18,5.88
20:13:55 2008-Apr-22,225.0,543293033,1118753970,34167900,33749,20.73,0,0,0
20:13:56 2008-Apr-22,225.0,503006697,1039061706,32442177,21879,18.75,0,0,0
20:13:57 2008-Apr-22,226.0,543254359,1116937686,34181674,48347,20.73,1.98,15.84,1.98
20:13:58 2008-Apr-22,224.0,511306165,1055425906,32909656,23515,19.73,0,0,0
20:13:59 2008-Apr-22,226.0,533368723,1099399171,33523678,32881,21.00,13,152,6
20:14:00 2008-Apr-22,225.0,509898792,1055155155,32846580,19074,20.35,0,0,0
20:14:01 2008-Apr-22,225.0,534256987,1100328336,33441083,44030,20.35,0,0,0
20:14:02 2008-Apr-22,224.0,511998604,1058684768,33040337,19049,19.08,1.96,15.69,2.35
20:14:03 2008-Apr-22,226.0,532139258,1096020836,33381638,33129,20.28,0,0,0
20:14:04 2008-Apr-22,225.0,500798962,1035760586,32313597,18663,18.91,13,160,6
20:14:05 2008-Apr-22,225.0,542826004,1119325373,34033479,40446,21.10,0,0,0
20:14:06 2008-Apr-22,225.0,510516627,1055347699,32932301,17754,21.24,0,0,0
20:14:07 2008-Apr-22,225.0,532711601,1099497284,33266499,31297,19.97,9,72,4.8
20:14:08 2008-Apr-22,225.0,519152638,1074367781,33385855,21932,20.15,0,0,0
20:14:09 2008-Apr-22,225.0,533984560,1100215401,33458284,47073,21.33,11.88,142.57,5.94
20:14:10 2008-Apr-22,225.0,532740018,1099083800,33651292,27972,20.01,0,0,0
20:14:11 2008-Apr-22,226.0,511787820,1055597270,33040258,22401,19.64,0,0,0
20:14:12 2008-Apr-22,225.0,528472621,1087734293,33156388,42406,21.63,8.91,71.29,4.36
20:14:13 2008-Apr-22,225.0,518012289,1068290265,33419185,25344,19.36,0,0,0
20:14:14 2008-Apr-22,225.0,524570742,1080387777,32933762,33028,20.63,16,280,6
20:14:15 2008-Apr-22,226.0,520245123,1074664089,33539514,21084,20.10,0,0,0
20:14:16 2008-Apr-22,226.0,534304441,1100244445,33529782,40599,20.73,0,0,0
20:14:17 2008-Apr-22,225.0,517422843,1066536848,33226984,27224,20.36,8.91,71.29,4.36
